shards in the file:	1
""
\	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	42.1875%	18.1730769231%	7.98513986014%	3.57543575827%	1.62997806627%	0.755931856821%	0.356367875359%	0.170655038904%	0.0829573105784%	0.0409104545318%	0.0204552272659%	0.0103639818147%	0.00531835908914%	0.00276278394241%	0.00145223258511%	0.000772073019933%	0.000414989248214%	0.000225426258289%	0.000123709531988%	6.85619092945e-05%	3.83620206767e-05%	2.16632587351e-05%	1.23430195118e-05%	7.09368937462e-06%	4.11111543302e-06%	2.40200002828e-06%	1.41451112777e-06%	8.39380229663e-07%	5.01803398168e-07%	3.02161185994e-07%	1.83225400017e-07%	1.11863928432e-07%	6.87497060153e-08%	4.25255913497e-08%	2.64700109421e-08%	1.65771785698e-08%
64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	43.0769230769%	18.9277389277%	8.47510698257%	3.86365171264%	1.79183847543%	0.844723852702%	0.404515647773%	0.196639551001%	0.0969729292606%	0.0484864646303%	0.0245664754127%	0.0126064808039%	0.00654882119682%	0.00344232909064%	0.00183009901021%	0.000983678217989%	0.000534343723352%	0.000293237409156%	0.000162517118328%	9.09321971595e-05%	5.13499466313e-05%	2.92575277318e-05%	1.68146711102e-05%	9.7448662116e-06%	5.69362969667e-06%	3.35291526581e-06%	1.98964202587e-06%	1.18945990677e-06%	7.16233922355e-07%	4.34312059301e-07%	2.65158941468e-07%	1.6296226611e-07%	1.00801401718e-07%	6.27437296406e-08%	3.92940529063e-08%
65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	43.9393939394%	19.6743554953%	8.96919147578%	4.15962503224%	1.96096608663%	0.93905418233%	0.456484671966%	0.225115728641%	0.11255786432%	0.0570293179223%	0.0292650447233%	0.0152026206355%	0.00799112110326%	0.00424844413085%	0.00228353872033%	0.00124044078635%	0.000680729699828%	0.000377271881832%	0.000211092600549%	0.000119205233251%	6.79192608059e-05%	3.90340579344e-05%	2.26220108484e-05%	1.3217354653e-05%	7.78355329564e-06%	4.61881184576e-06%	2.76124621214e-06%	1.66268589118e-06%	1.00822442338e-06%	6.15547542693e-07%	3.78305260613e-07%	2.34003253988e-07%	1.45655086666e-07%	9.12183371038e-08%
66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	44.776119403%	20.412642669%	9.466732832%	4.46288833509%	2.13715779427%	1.03889614999%	0.512332347941%	0.25616617397%	0.129790861478%	0.0666032052323%	0.0345990676531%	0.0181866894074%	0.00966887284952%	0.00519701915661%	0.00282307213446%	0.00154924690306%	0.000858618765549%	0.000480417642629%	0.000271294668779%	0.00015457486942%	8.88361318508e-05%	5.14845764135e-05%	3.00808761068e-05%	1.77142937073e-05%	1.05117786835e-05%	6.28421551729e-06%	3.78404375235e-06%	2.29457972217e-06%	1.40090130406e-06%	8.6097059312e-07%	5.32559129765e-07%	3.31490886895e-07%	2.07600353409e-07%
67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	45.5882352941%	21.1423699915%	9.9671172817%	4.77298574053%	2.32020140165%	1.1442089104%	0.572104455201%	0.289866257302%	0.148747158352%	0.077271251092%	0.0406169396766%	0.0215938160306%	0.0116066761164%	0.00630486110029%	0.00345998475016%	0.00191758190973%	0.0010729327352%	0.000605891426939%	0.000345217208372%	0.000198400694467%	0.000114982220657%	6.71806233051e-05%	3.9561922613e-05%	2.34763057264e-05%	1.40347479886e-05%	8.4510310469e-06%	5.12456137951e-06%	3.12867957907e-06%	1.92283432463e-06%	1.18938205648e-06%	7.40329647398e-07%	4.63640789279e-07%
68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	46.3768115942%	21.8633540373%	10.4697751728%	5.08947404232%	2.50987760991%	1.25493880496%	0.635835661178%	0.326284089289%	0.169498228202%	0.0890952225164%	0.0473670803252%	0.0254598056748%	0.0138300178974%	0.00758964396809%	0.00420630870521%	0.00235352987077%	0.00132905216232%	0.000757250650623%	0.000435201523346%	0.000252219064667%	0.000147363947895%	8.67809915382e-05%	5.14964125611e-05%	3.07858988137e-05%	1.85377455222e-05%	1.12409733486e-05%	6.8629100444e-06%	4.21783013146e-06%	2.60896709162e-06%	1.62394890397e-06%	1.01701850552e-06%
69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	47.1428571429%	22.5754527163%	10.9741784038%	5.41192359637%	2.70596179819%	1.37102064441%	0.703550067528%	0.36548055456%	0.192111573551%	0.102135266951%	0.0548977059862%	0.0298209760913%	0.0163651698062%	0.0090698531456%	0.00507479878385%	0.002865768725%	0.0016328217154%	0.000938403284715%	0.000543847358187%	0.000317753512649%	0.000187121513004%	0.000111039139585%	6.63820943171e-05%	3.99720137823e-05%	2.42383487829e-05%	1.47981497832e-05%	9.09469622095e-06%	5.62558529131e-06%	3.50163982418e-06%	2.19294615252e-06%
70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	47.8873239437%	23.2785602504%	11.4798379317%	5.73991896585%	2.90822560936%	1.49237893112%	0.775261782401%	0.407509398441%	0.21665056626%	0.116449679365%	0.0632566159512%	0.0347139965586%	0.0192390824301%	0.010764724693%	0.00607890335605%	0.0034635612145%	0.00199055242212%	0.00115361560828%	0.000674022602588%	0.000396924421524%	0.000235537568817%	0.000140810503097%	8.47891201443e-05%	5.14146792365e-05%	3.13900146917e-05%	1.92917798626e-05%	1.19330597088e-05%	7.42772083918e-06%	4.65170395989e-06%
71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	48.6111111111%	23.9726027397%	11.9863013699%	6.07305936073%	3.11643835616%	1.61892901619%	0.85097550851%	0.452417358955%	0.243174330438%	0.132094698016%	0.0724909928135%	0.0401757309569%	0.0224792780354%	0.0126941805376%	0.00723273077145%	0.00415674182267%	0.00240902082905%	0.00140751778776%	0.000828871586124%	0.000491857864293%	0.000294045462349%	0.000177059633243%	0.000107365947817%	6.55497365622e-05%	4.02857755955e-05%	2.49190364508e-05%	1.55108288112e-05%	9.71385238683e-06%
72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	49.3150684932%	24.6575342466%	12.4931506849%	6.41095890411%	3.33036826188%	1.75057818893%	0.930687138421%	0.500244336901%	0.27173766449%	0.149124328074%	0.0826472179685%	0.0462430862443%	0.0261137428203%	0.0148787604441%	0.00855101174949%	0.00495569999118%	0.00289546516339%	0.00170510726288%	0.00101182189226%	0.000604893522547%	0.000364236959813%	0.000220867092653%	0.000134845172356%	8.28735955107e-05%	5.12620178417e-05%	3.19079906974e-05%	1.99827820529e-05%
73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	50.0%	25.3333333333%	13.0%	6.75324675325%	3.54978354978%	1.88722669735%	1.01438434983%	0.551023597437%	0.302390998594%	0.167590191992%	0.093770702662%	0.0529528673856%	0.0301708197895%	0.0173395516031%	0.0100490583155%	0.00587135991465%	0.0034575786164%	0.0020517499482%	0.00122658964294%	0.000738591612955%	0.000447869382324%	0.000273436043945%	0.000168049235341%	0.000103947980623%	6.47023144697e-05%	4.05206413851e-05%
74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	50.6666666667%	26.0%	13.5064935065%	7.09956709957%	3.77445339471%	2.02876869965%	1.10204719487%	0.604781997187%	0.335180383983%	0.187541405324%	0.105905734771%	0.0603416395789%	0.0346791032063%	0.0200981166309%	0.0117427198293%	0.00691515723281%	0.00410349989639%	0.00245317928589%	0.00147718322591%	0.000895738764647%	0.00054687208789%	0.000336098470682%	0.000207895961247%	0.000129404628939%	8.10412827701e-05%
75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	51.3157894737%	26.6575529733%	14.012303486%	7.4495790685%	4.00414874932%	2.17509314778%	1.19364867866%	0.661540231546%	0.370147510508%	0.209024476522%	0.119095341274%	0.0684455984334%	0.0396673354557%	0.0231764207157%	0.0136483366437%	0.0080990129534%	0.00484180122214%	0.00291549320903%	0.00176790545654%	0.00107935280505%	0.000663352244768%	0.000410320976145%	0.000255403872907%	0.000159949900204%
76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	51.9480519481%	27.306027306%	14.5171284412%	7.80295653713%	4.23864305721%	2.32608460457%	1.28915532301%	0.7213130974%	0.40732974912%	0.23208322915%	0.133381166178%	0.0773004485804%	0.0451643070357%	0.0265967585877%	0.0157826919092%	0.00943530494572%	0.00568147394581%	0.0034451490948%	0.00210335418419%	0.0012926864257%	0.000799599850949%	0.000497710111305%	0.000311697241423%
77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	52.5641025641%	27.9454722493%	15.020691334%	8.15938788513%	4.47771286379%	2.4816239968%	1.38852771249%	0.784109767056%	0.446760216113%	0.256758744893%	0.148803363517%	0.0869412910438%	0.0511987602814%	0.0303816819252%	0.0181629620205%	0.0109368373457%	0.00663191200749%	0.00404895680457%	0.00248842136948%	0.00153922971308%	0.000958091964263%	0.00060001718974%
78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	53.164556962%	28.5759493671%	15.5227379278%	8.51857569209%	4.72113833537%	2.6415893067%	1.49172102025%	0.849934069679%	0.488467856137%	0.283089325716%	0.165400504913%	0.0974025195597%	0.0577992973211%	0.0345539277463%	0.0208066661698%	0.0126168082094%	0.00770289343308%	0.00473406992242%	0.00292829067366%	0.00182271154177%	0.00114149611707%
79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	53.75%	29.1975308642%	16.0230352304%	8.88023639273%	4.96870369593%	2.80585620476%	1.59868551201%	0.91878477702%	0.532477541227%	0.311110473526%	0.183209501077%	0.108717725914%	0.0649942926657%	0.0391363482718%	0.0237316154414%	0.0144887757432%	0.00890456009216%	0.00550797531474%	0.00342843361428%	0.00214709983924%
80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	54.3209876543%	29.810298103%	16.521370033%	9.2440998994%	5.22019759025%	2.974298627%	1.70936702701%	0.990655890656%	0.578810183304%	0.340854885724%	0.202265536583%	0.120919614262%	0.0728118107383%	0.0441518426817%	0.0269558618478%	0.0165666234273%	0.0102473959344%	0.00637848114284%	0.00399460435208%
81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	54.8780487805%	30.414340288%	17.0175475421%	9.60990920024%	5.47541338153%	3.14678929973%	1.82370743507%	1.06553692836%	0.62748285781%	0.372352465074%	0.222602017164%	0.134039924314%	0.0812795285732%	0.0496232911289%	0.030497647673%	0.0188645243338%	0.0117422039221%	0.00735370346633%
82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	55.421686747%	31.0097532989%	17.5113900982%	9.97741993968%	5.73414939062%	3.32320021502%	1.94164506945%	1.14341320756%	0.678508936357%	0.405630342387%	0.244250528749%	0.148109363178%	0.0904246638348%	0.0555734913152%	0.0343753554527%	0.0213969049246%	0.013400081872%
83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	55.9523809524%	31.5966386555%	18.0027359781%	10.3463999874%	5.99620908362%	3.50340306009%	2.06311513539%	1.2242661243%	0.731898226481%	0.440712910569%	0.267240807473%	0.163157545615%	0.100273908243%	0.062025097882%	0.0386074588857%	0.0241784085951%
84	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	56.4705882353%	32.1751025992%	18.4914382754%	10.7166290005%	6.26140121378%	3.68726960367%	2.18805009449%	1.30807342605%	0.787657116762%	0.477621868675%	0.291600719823%	0.179212942391%	0.110853366427%	0.0690005648171%	0.0432124749359%
85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	56.976744186%	32.7452552793%	18.9773638551%	11.0878979827%	6.52953992317%	3.87467204232%	2.3163800253%	1.3948094776%	0.845788725779%	0.516376274686%	0.317356252151%	0.196302836382%	0.122188500197%	0.0765220910324%
86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	57.4712643678%	33.3072100313%	19.4603923779%	11.4600088447%	6.80044480897%	4.06548330971%	2.44803296069%	1.48444551871%	0.90629305353%	0.556992605815%	0.344531508752%	0.21445328606%	0.134304078138%
87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	57.9545454545%	33.8610827375%	19.9404153899%	11.8327739676%	7.07394095889%	4.25957735159%	2.58293520256%	1.57694991314%	0.969167134119%	0.599484825228%	0.373148717744%	0.233689095961%
88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	58.4269662921%	34.4069912609%	20.4173354735%	12.2060157722%	7.34985895961%	4.45682936913%	2.72101161483%	1.67228838828%	1.03440518863%	0.643864454147%	0.403228244011%
89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	58.8888888889%	34.9450549451%	20.8910654563%	12.5795662963%	7.62803488177%	4.65711603308%	2.86218589533%	1.77042426515%	1.10199877729%	0.690140648404%
90	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	59.3406593407%	35.475394171%	21.3615276729%	12.9532667804%	7.90831024486%	4.86031567132%	3.00638082762%	1.87131867842%	1.17193695012%
91	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	59.7826086957%	35.9981299673%	21.828653278%	13.3269672645%	8.19053196463%	5.06630843173%	3.15351851363%	1.97493078631%
92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	60.2150537634%	36.5133836651%	22.292381606%	13.7005261954%	8.4745522858%	5.27497642279%	3.30352058801%
93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	60.6382978723%	37.0212765957%	22.7526595745%	14.0738100461%	8.76022870214%	5.48620383366%
94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	61.0526315789%	37.5219298246%	23.2094411286%	14.4466929474%	9.04742386604%
95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	61.4583333333%	38.0154639175%	23.6626867242%	14.8190563323%
96	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	61.8556701031%	38.5019987376%	24.1123628458%
97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	62.2448979592%	38.9816532674%
98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	62.6262626263%
99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%
""
""
shards in the file:	38
""
\	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
38	100.0%	2.5641025641%	0.128205128205%	0.0093808630394%	0.000893415527562%	0.000103885526461%	1.41662081537e-05%	2.20363237947e-06%	3.83240413821e-07%	7.3386462221e-08%	1.5288846296e-08%	3.43218998482e-09%	8.23725596358e-10%	2.0996926966e-10%	5.65301879854e-11%	1.59991098072e-11%	4.7404769799e-12%	1.46523833924e-12%	4.70969466185e-13%	1.56989822062e-13%	5.41344214006e-14%	1.92681838884e-14%	7.06500075906e-15%	2.66385274522e-15%	1.0311688046e-15%	4.0919397008e-16%	1.66235050345e-16%	6.9051482451e-17%	2.92945683125e-17%	1.26797385233e-17%	5.59400228971e-18%	2.51324740552e-18%	1.14891309967e-18%	5.34001863225e-19%	2.52167546523e-19%	1.20902248333e-19%	5.88173099998e-20%	2.90165395999e-20%	1.45082698e-20%	7.34834444413e-21%	3.76838176622e-21%	1.95574243563e-21%	1.02676477871e-21%	5.45072660302e-22%	2.92478012845e-22%	1.58572416603e-22%	8.68372757586e-23%	4.80159054195e-23%	2.67995751178e-23%	1.50940135721e-23%	8.57614407507e-24%	4.91441963852e-24%	2.83944245781e-24%	1.65374121169e-24%	9.70674189472e-25%	5.74054628182e-25%	3.41989991258e-25%	2.05193994755e-25%	1.23971371831e-25%	7.54052674023e-26%	4.61664902463e-26%	2.84460192427e-26%
39	-	100.0%	5.0%	0.365853658537%	0.0348432055749%	0.00405153553197%	0.000552482117995%	8.59416627993e-05%	1.4946376139e-05%	2.86207202662e-06%	5.96265005546e-07%	1.33855409408e-07%	3.2125298258e-08%	8.18880151674e-09%	2.20467733143e-09%	6.2396528248e-10%	1.84878602216e-10%	5.71442952305e-11%	1.83678091812e-11%	6.12260306041e-12%	2.11124243462e-12%	7.51459171646e-13%	2.75535029603e-13%	1.03890257064e-13%	4.02155833795e-14%	1.59585648331e-14%	6.48316696345e-15%	2.69300781559e-15%	1.14248816419e-15%	4.9450980241e-16%	2.18166089299e-16%	9.80166488153e-17%	4.4807610887e-17%	2.08260726658e-17%	9.8345343144e-18%	4.71518768499e-18%	2.29387508999e-18%	1.1316450444e-18%	5.65822522198e-19%	2.86585433321e-19%	1.46966888883e-19%	7.62739549897e-20%	4.00438263696e-20%	2.12578337518e-20%	1.1406642501e-20%	6.1843242475e-21%	3.38665375459e-21%	1.87262031136e-21%	1.0451834296e-21%	5.88666529313e-22%	3.34469618928e-22%	1.91662365902e-22%	1.10738255855e-22%	6.4495907256e-23%	3.78562933894e-23%	2.23881304991e-23%	1.3337609659e-23%	8.00256579543e-24%	4.8348835014e-24%	2.94080542869e-24%	1.80049311961e-24%	1.10939475046e-24%
40	-	-	100.0%	7.31707317073%	0.696864111498%	0.0810307106393%	0.0110496423599%	0.00171883325599%	0.00029892752278%	5.72414405324e-05%	1.19253001109e-05%	2.67710818816e-06%	6.42505965159e-07%	1.63776030335e-07%	4.40935466286e-08%	1.24793056496e-08%	3.69757204432e-09%	1.14288590461e-09%	3.67356183624e-10%	1.22452061208e-10%	4.22248486925e-11%	1.50291834329e-11%	5.51070059207e-12%	2.07780514127e-12%	8.04311667589e-13%	3.19171296662e-13%	1.29663339269e-13%	5.38601563118e-14%	2.28497632838e-14%	9.8901960482e-15%	4.36332178597e-15%	1.96033297631e-15%	8.9615221774e-16%	4.16521453316e-16%	1.96690686288e-16%	9.43037536997e-17%	4.58775017999e-17%	2.26329008879e-17%	1.1316450444e-17%	5.73170866642e-18%	2.93933777765e-18%	1.52547909979e-18%	8.00876527392e-19%	4.25156675035e-19%	2.28132850019e-19%	1.2368648495e-19%	6.77330750917e-20%	3.74524062272e-20%	2.09036685919e-20%	1.17733305863e-20%	6.68939237855e-21%	3.83324731805e-21%	2.21476511709e-21%	1.28991814512e-21%	7.57125867788e-22%	4.47762609982e-22%	2.66752193181e-22%	1.60051315909e-22%	9.66976700281e-23%	5.88161085738e-23%	3.60098623921e-23%	2.21878950093e-23%
41	-	-	-	100.0%	9.52380952381%	1.10741971207%	0.151011778919%	0.0234907211651%	0.00408534281133%	0.000782299687276%	0.000162979101516%	3.65871452382e-05%	8.78091485718e-06%	2.23827241457e-06%	6.02611803924e-07%	1.70550510544e-07%	5.05334846058e-08%	1.56194406963e-08%	5.02053450953e-09%	1.67351150318e-09%	5.7707293213e-10%	2.0539884025e-10%	7.53129080916e-11%	2.8396670264e-11%	1.0992259457e-11%	4.36200772105e-12%	1.77206563668e-12%	7.36088802927e-13%	3.12280098212e-13%	1.35166012659e-13%	5.96320644083e-14%	2.67912173429e-14%	1.22474136424e-14%	5.69245986198e-15%	2.68810604594e-15%	1.28881796723e-15%	6.26992524598e-16%	3.09316312135e-16%	1.54658156068e-16%	7.83333517745e-17%	4.01709496279e-17%	2.08482143639e-17%	1.0945312541e-17%	5.81047455882e-18%	3.11781561693e-18%	1.69038196098e-18%	9.25685359587e-19%	5.11849551771e-19%	2.85683470756e-19%	1.60902184679e-19%	9.14216958402e-20%	5.23877133466e-20%	3.02684566003e-20%	1.76288813166e-20%	1.03473868598e-20%	6.11942233642e-21%	3.64561330681e-21%	2.18736798408e-21%	1.32153482372e-21%	8.03820150508e-22%	4.92134786025e-22%	3.03234565127e-22%
42	-	-	-	-	100.0%	11.6279069767%	1.58562367865%	0.246652572234%	0.042896099519%	0.00821414671639%	0.00171128056592%	0.000384165025001%	9.21996060004e-05%	2.3501860353e-05%	6.3274239412e-06%	1.79078036072e-06%	5.30601588361e-07%	1.64004127311e-07%	5.27156123501e-08%	1.75718707834e-08%	6.05926578737e-09%	2.15668782262e-09%	7.90785534962e-10%	2.98165037772e-10%	1.15418724299e-10%	4.5801081071e-11%	1.86066891851e-11%	7.72893243074e-12%	3.27894103122e-12%	1.41924313292e-12%	6.26136676287e-13%	2.813077821e-13%	1.28597843246e-13%	5.97708285508e-14%	2.82251134823e-14%	1.35325886559e-14%	6.58342150828e-15%	3.24782127742e-15%	1.62391063871e-15%	8.22500193632e-16%	4.21794971093e-16%	2.18906250821e-16%	1.14925781681e-16%	6.10099828676e-17%	3.27370639777e-17%	1.77490105903e-17%	9.71969627566e-18%	5.3744202936e-18%	2.99967644294e-18%	1.68947293913e-18%	9.59927806322e-19%	5.5007099014e-19%	3.17818794303e-19%	1.85103253825e-19%	1.08647562028e-19%	6.42539345324e-20%	3.82789397215e-20%	2.29673638329e-20%	1.3876115649e-20%	8.44011158034e-21%	5.16741525327e-21%	3.18396293383e-21%
43	-	-	-	-	-	100.0%	13.6363636364%	2.12121212121%	0.368906455863%	0.070641661761%	0.0147170128669%	0.00330381921501%	0.000792916611603%	0.000202115999036%	5.44158458943e-05%	1.54007111022e-05%	4.5631736599e-06%	1.41043549488e-06%	4.53354266211e-07%	1.51118088737e-07%	5.21096857714e-08%	1.85475152746e-08%	6.80075560067e-09%	2.56421932484e-09%	9.92601028972e-10%	3.93889297211e-10%	1.60017526992e-10%	6.64688189043e-11%	2.81988928685e-11%	1.22054909431e-11%	5.38477541607e-12%	2.41924692606e-12%	1.10594145191e-12%	5.14029125537e-13%	2.42735975948e-13%	1.16380262441e-13%	5.66174249712e-14%	2.79312629858e-14%	1.39656314929e-14%	7.07350166523e-15%	3.6274367514e-15%	1.88259375706e-15%	9.88361722455e-16%	5.24685852661e-16%	2.81538750208e-16%	1.52641491077e-16%	8.35893879707e-17%	4.6220014525e-17%	2.57972174093e-17%	1.45294672765e-17%	8.25537913437e-18%	4.7306105152e-18%	2.733241631e-18%	1.59188798289e-18%	9.34369033437e-19%	5.52583836979e-19%	3.29198881605e-19%	1.97519328963e-19%	1.19334594582e-19%	7.25849595909e-20%	4.44397711781e-20%	2.73820812309e-20%
